pinchStrength,grabStrength,thumb_meta_proxi,thumb_proxi_inter,index_meta_proxi,index_proxi_inter,middle_meta_proxi,middle_proxi_inter,ring_meta_proxi,ring_proxi_inter,pinky_meta_proxi,pinky_proxi_inter,thumb_index,index_middle,middle_ring,ring_pinky,palm_direction,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_direction_x,index_direction_y,index_direction_z,middle_direction_x,middle_direction_y,middle_direction_z,ring_direction_x,ring_direction_y,ring_direction_z,pinky_direction_x,pinky_direction_y,pinky_direction_z,label
1.0,1.0,80.28158805657594,42.79663274430032,27.3880057714194,79.19015764777016,91.98383854356653,70.59674264563729,93.32472755598832,70.01808223801635,90.29556783869127,69.73436934291527,12.794984593360494,63.43100371286747,3.707799736916703,10.342113433953559,3,-0.476567,-0.718484,-0.506621,-0.930948,-0.16342,0.326543,-0.246722,0.0586137,0.967312,-0.271046,0.212296,0.938863,-0.349974,0.300459,0.887267,x
0.95403,1.0,73.36264167859242,43.25213192254528,22.52472058233306,77.06369332756026,91.90179148276769,81.80417608370557,93.16970062281624,81.795567732206,89.70390586601583,76.44550377770847,15.569480950363298,72.18083879785559,3.877147507025796,10.407153329867516,3,-0.514056,-0.650834,-0.558714,-0.971045,-0.162907,0.174739,-0.0422524,0.076195,0.996197,-0.0653651,0.195663,0.97849,-0.245454,0.301981,0.921173,x
1.0,1.0,81.80301914061671,41.58869989329078,20.10450269246094,79.2714417744604,89.09240725740007,79.07843022884741,89.42578495675622,78.63950725058015,88.47890593538808,74.64330919765473,21.74060824884126,72.89063315785842,4.077382008249921,9.081292600224392,3,-0.452718,-0.721881,-0.523388,-0.994087,-0.0964478,0.0498827,-0.235131,0.102236,0.966572,-0.270626,0.213792,0.938645,-0.368393,0.329514,0.869314,x
0.971696,1.0,77.4712620881336,42.62867506058921,16.76625571396771,81.6704904729944,89.83074049054292,84.58375813427315,90.46434772351715,84.30704701587233,88.43505533841264,79.06210085875229,24.25728250792065,78.29270470354311,3.7247842435685103,9.813102347644795,3,-0.463408,-0.698981,-0.544682,-0.991514,-0.125614,0.0334763,-0.10952,0.118156,0.986937,-0.139331,0.257658,0.956138,-0.288576,0.331977,0.898062,x
0.971094,1.0,80.4376507719147,41.49751601681883,13.712889609013882,81.76165078892254,89.40570724605269,86.0063600004798,90.53643760242552,85.81437968527709,87.88284923251209,81.3020608942224,25.25761992534097,73.60685544699352,3.8784128287748576,9.76609224638114,3,-0.456379,-0.754338,-0.471903,-0.994367,-0.0840692,0.0645542,-0.12078,0.198957,0.972537,-0.14239,0.287327,0.94719,-0.282891,0.405342,0.869293,x
1.0,1.0,83.02045928644748,42.67176099393664,18.966062773681593,80.67338760740523,90.88585449775944,83.84397834741854,91.99095024511115,83.57835810908925,88.77649137058474,79.32672324790256,24.36748353732836,69.07136103148262,4.025963926461472,10.129297895235963,3,-0.443952,-0.784711,-0.432592,-0.991096,-0.0667254,0.115227,-0.156076,0.195067,0.968292,-0.176699,0.282772,0.942771,-0.314077,0.410393,0.856115,x
0.999786,1.0,78.44428497999102,42.685421629546546,20.20226625906467,79.34043592215613,89.57088498152774,83.18466517200366,90.09253747701165,82.80215864268807,88.35880609025257,79.19298729558477,18.759680034703052,66.68968568155819,4.130146569790056,9.347259333109436,3,-0.452487,-0.744977,-0.490168,-0.987075,-0.0980919,0.126733,-0.182981,0.200649,0.962423,-0.216909,0.293965,0.930878,-0.324322,0.405554,0.8546,x
1.0,1.0,78.89035757785798,38.06617078299527,23.15921824616221,70.32186409316334,80.42692520408244,83.30945740680491,81.61501530642103,83.4765408737434,83.24958931209656,80.77631584300686,15.36234369473892,55.84858011234389,2.9208365506807024,8.002230528225661,3,-0.502594,-0.698942,-0.508802,-0.996238,-0.0702872,0.0506827,-0.297273,0.228416,0.927068,-0.305667,0.331776,0.892465,-0.344985,0.431038,0.833782,x
0.963137,1.0,75.29502719116452,42.63550735436877,19.305682448287325,75.99760409881172,89.22831223453123,82.8125551374693,90.71568935485398,82.55398685024561,88.17993097299747,78.3105600107144,16.545502968431425,68.74080698784596,3.318088219151249,10.134352811755049,3,-0.423724,-0.742774,-0.518406,-0.980507,-0.181673,0.074844,-0.174956,0.189259,0.966215,-0.197604,0.328161,0.923722,-0.342105,0.378499,0.86006,x
0.977571,1.0,81.6536913492004,42.77284625311634,22.35115720874611,75.5292562780524,89.60995565910493,82.05385558330111,90.93636583152241,81.53093381164025,88.82132319754254,77.84658219875627,18.517010802642865,65.85415744813798,3.2020436598969213,10.068685391131481,3,-0.366785,-0.827806,-0.424507,-0.972741,-0.194235,0.126679,-0.180564,0.185382,0.965935,-0.212294,0.350316,0.912255,-0.340111,0.382988,0.858863,x
1.0,1.0,79.29147863121736,42.21912307587336,19.154311577973743,75.61720051243603,89.22630114473864,77.17354549245218,91.54240205814368,76.51450753930445,89.65443891526826,74.09855449300642,19.544577030966312,69.09712325093493,3.009487331472614,10.035698324629651,3,-0.383595,-0.80075,-0.46006,-0.976729,-0.201839,0.0725364,-0.266215,0.178875,0.947171,-0.284925,0.345815,0.893997,-0.386072,0.375567,0.842554,x
0.0,0.0128029,62.77493703556908,14.832557615728962,91.63309845392362,81.56777226337181,92.26833054172793,81.50172360264546,91.0546987583014,81.66070694676992,32.73683533722476,13.639129499164756,107.22422988912477,9.189088332121328,4.984798235700389,64.27052177587098,1,-0.485628,0.208847,-0.848851,-0.363008,-0.162142,0.91757,-0.489266,-0.192798,0.850557,-0.62747,-0.263438,0.732722,0.481527,-0.53365,-0.695234,y
0.0,0.0,65.40500472315021,14.984186231368824,91.52682774885982,85.59937464830746,92.73223627180798,85.52932805588131,90.85767594090375,84.71383203014258,30.28383893644699,12.038261423432262,97.23903689782443,9.186054965377982,5.526414206917437,64.13422291585029,1,-0.383076,0.148888,-0.911639,-0.310563,-0.160386,0.936924,-0.435492,-0.178992,0.882218,-0.581158,-0.27298,0.766641,0.505813,-0.455581,-0.732529,y
0.0,0.0644542,65.05839050861655,14.852720905609656,90.59664252544495,85.83044674909584,92.36129483119767,85.76986658433428,90.990224361314,85.54615589224687,31.830701855443216,11.578080818439028,91.84083897558541,9.28881884752533,5.13276524167424,61.27605791374646,1,-0.377028,0.143195,-0.915065,-0.292837,-0.259963,0.920144,-0.402155,-0.261051,0.877567,-0.542333,-0.332169,0.771712,0.50608,-0.4253,-0.750335,y
0.0,0.0953689,65.46880338177668,14.619548822027827,90.68984499587555,85.99822354557226,92.44329956212346,85.86547628069725,91.24039594731634,85.83099947870124,32.6574835223113,11.323477760310583,93.40302869319073,9.340783906575695,5.060175390759395,60.327829063783724,1,-0.400204,0.138505,-0.905899,-0.289768,-0.23573,0.927613,-0.395164,-0.236351,0.887685,-0.525758,-0.304146,0.794401,0.497444,-0.458942,-0.736153,y
0.0,0.0761142,64.97858739253189,14.56418721070457,90.8463149148771,86.2707497276638,92.58198669843203,86.15819494734784,91.80590816959017,86.2449390977049,32.124349442152706,11.873989077231672,93.97763882668673,9.362201637998409,4.818825746980399,61.631767755531186,1,-0.434835,0.0921103,-0.895787,-0.272063,-0.178285,0.94562,-0.376688,-0.180029,0.908678,-0.503283,-0.243318,0.829158,0.474134,-0.495863,-0.727542,y
0.0,0.120165,65.97272379420603,14.340379579702386,90.41678868303293,86.08204937750128,92.42238823863062,86.02697393229428,91.66982388684542,86.00401645900183,33.379461958406395,11.823934130489508,94.80088267990854,9.481451187456502,4.695334740095567,59.81884299579023,1,-0.432574,0.0943926,-0.896644,-0.270655,-0.184902,0.944752,-0.361142,-0.179668,0.915039,-0.505801,-0.248863,0.825973,0.482121,-0.520198,-0.70495,y
0.0,0.106737,66.28793090181519,14.583313308254368,90.42147260753339,86.13045100516126,92.47997476071826,86.05922959681757,91.74200228113365,86.0739438839744,32.93637970746462,12.448863585550932,94.62038998332456,9.491245709201568,4.669839225224001,60.34949431278518,1,-0.43234,0.0875176,-0.897454,-0.268767,-0.176813,0.946838,-0.359957,-0.170893,0.917184,-0.507737,-0.239687,0.827498,0.477234,-0.528401,-0.702168,y
0.0,0.0897679,66.11456424143454,14.606073147551506,90.69708294021365,86.25125917833189,92.5225347845392,86.18258260088552,91.70192146210404,86.19070848963517,32.485551978283056,12.575008595587205,96.25840316844638,9.41992776485754,4.791466699638152,60.988713432210176,1,-0.433086,0.100777,-0.895701,-0.286562,-0.167694,0.943272,-0.383234,-0.167892,0.908264,-0.516352,-0.238237,0.822572,0.490888,-0.520104,-0.698942,y
0.0,0.121234,65.06044295033081,14.864518653853928,91.05159676031688,86.10155819523852,92.56392677424564,85.99482902664641,92.1296759346741,85.95565196222472,33.0923247967443,12.441677726500906,95.19031725618969,9.343978766252388,4.518528398027378,59.86908226728856,1,-0.429429,0.1036,-0.897139,-0.291915,-0.184121,0.938555,-0.395442,-0.191199,0.89837,-0.532498,-0.252438,0.807912,0.517178,-0.526565,-0.674726,y
0.0,0.0886283,65.01257321621168,14.397367054826347,90.89287889367692,85.82666268524946,92.4687912840101,85.68422341298542,92.44287141458938,85.59026963256353,31.80345546421524,12.850340446306442,92.53528073400092,9.384353115413601,4.263101004698951,60.921168384788864,1,-0.407266,0.0985677,-0.907975,-0.28351,-0.227878,0.931501,-0.382508,-0.231429,0.894499,-0.521391,-0.283966,0.804683,0.539037,-0.49602,-0.680737,y
0.0,0.126372,64.14705762015768,14.751741354615813,90.93240467310076,85.58350696690933,92.35622222868423,85.40259299942642,92.48090741798828,85.30509479617618,33.08196700479862,12.309768308246179,91.57347440151936,9.413555234147093,4.1503829039293,59.537054181398105,1,-0.41427,0.0917521,-0.905518,-0.292677,-0.240629,0.925439,-0.385187,-0.244372,0.889895,-0.526595,-0.292602,0.798174,0.539103,-0.506367,-0.673023,y
0.0,0.168412,63.85859441542279,14.224859862792336,90.9248048050843,85.69977610982286,92.41247837007197,85.56140345554574,92.2499405911998,85.5202675698697,34.52982113440489,11.744144586199052,90.98130894952413,9.476386288590733,4.214252845171651,57.739565924028085,1,-0.410182,0.0820509,-0.908305,-0.282118,-0.234406,0.930303,-0.363914,-0.23622,0.900981,-0.529849,-0.289101,0.797296,0.532218,-0.525175,-0.66403,y
0.0,0.141077,64.79987364096986,14.703600065220177,91.02010095365544,85.9260785908006,92.43484313794164,85.78632109555674,92.29525861428637,85.79877674584634,33.60079283967538,11.866596996997636,92.94938163513817,9.410826768279872,4.259100184500163,58.64751570097051,1,-0.414616,0.0898518,-0.90555,-0.285853,-0.211119,0.934728,-0.376263,-0.217833,0.900541,-0.529544,-0.272999,0.803153,0.556585,-0.522246,-0.646121,y
0.0,0.175965,63.426258327769986,14.870840850645235,90.98506495187986,85.69882920737473,92.43564254902829,85.54583340764258,92.4120705145177,85.49962288272,34.801964896645835,12.445649314423028,89.06689923418904,9.432061512814839,4.24272307383532,57.5726702551125,1,-0.393593,0.0584348,-0.917426,-0.297811,-0.22657,0.927348,-0.386723,-0.228676,0.893394,-0.53211,-0.276914,0.800111,0.528707,-0.550423,-0.646144,y
0.0,0.236577,62.68160720917644,14.608618108046846,90.9495627145513,85.4981400811352,92.41333430114294,85.28311713931704,92.61922733856893,85.23129010616762,36.97465233155026,12.153660390762749,87.78084242551607,9.40235262558183,4.1580378907396245,55.45937524394446,1,-0.395149,0.0510013,-0.9172,-0.294608,-0.247329,0.923057,-0.390292,-0.249229,0.886317,-0.525676,-0.291565,0.799159,0.521841,-0.569625,-0.634988,y
0.0,0.24199,62.94741203563669,14.751179623981667,91.0569124029848,85.2794692083096,92.40730425722558,85.05261183762578,92.68495351173576,84.9986900876665,37.283743090462664,11.800344612929733,88.8962679609268,9.398153472601399,4.101868925759962,55.130072807724474,1,-0.399469,0.0671152,-0.914287,-0.297079,-0.250317,0.921458,-0.391973,-0.25477,0.883996,-0.530629,-0.296077,0.794211,0.538521,-0.570009,-0.620553,y
0.0,0.196382,63.762772886272884,14.923874848512593,91.14482535947249,85.37368144630206,92.47503977664212,85.1577384258105,92.37809110090255,84.85452135609361,35.77917487504663,13.125453853950596,90.72602870745767,9.355766135347299,4.396206901412597,56.331628559203665,1,-0.399652,0.0800883,-0.913161,-0.30629,-0.231402,0.923385,-0.408697,-0.237153,0.88132,-0.527949,-0.290058,0.798208,0.549375,-0.57871,-0.602728,y
0.0,0.219036,62.924878614297846,14.694589126403928,91.2685553655967,85.34179830522524,92.46385930928862,85.1211553669552,92.49571598667818,85.04637908094543,36.670585170096494,13.057645251862537,89.06409858894658,9.346825950432047,4.318226969899529,55.542427303923986,1,-0.417363,0.0751008,-0.905631,-0.279206,-0.255625,0.925581,-0.382668,-0.263002,0.885661,-0.50599,-0.307893,0.805714,0.532518,-0.573401,-0.622604,y
0.0,0.239238,63.35004180053951,14.636811422173782,91.31192626169278,85.90038931990404,92.52195702998601,85.72518681067409,92.37417637482741,85.71578841756913,37.536068891350546,12.664760021253164,89.60200920560774,9.319928783543647,4.254456799735703,54.51248988090495,1,-0.404743,0.0829552,-0.91066,-0.284824,-0.24298,0.927274,-0.391105,-0.25119,0.885404,-0.541598,-0.297297,0.786311,0.545525,-0.581354,-0.60368,y
0.0,0.29182,62.745243045675714,14.898297547699816,91.43016925385588,85.95817878549047,92.5639804815364,85.7989417597268,91.64611412334524,85.70013357299129,39.49115149260728,11.833093559599527,87.65887231725075,9.298107052028852,4.776078537821915,51.89438968153658,1,-0.376084,0.0960998,-0.921589,-0.304224,-0.274402,0.912223,-0.412833,-0.281736,0.866137,-0.554322,-0.336496,0.761248,0.548884,-0.578928,-0.602966,y
0.0,0.320786,62.51830226754375,15.147536252626804,91.4541276050189,85.96853329534174,92.56430067029851,85.79766357622505,91.59153278471007,85.61898377702981,40.37875310061912,11.281053326609593,87.60722677274609,9.366472565969945,4.769048267998037,50.92478342888786,1,-0.376968,0.0999018,-0.920823,-0.310601,-0.28273,0.907519,-0.40672,-0.29015,0.866252,-0.56004,-0.347183,0.75221,0.547821,-0.575493,-0.607207,y
0.0,0.303026,62.65822067133112,15.09612748221266,91.43322646875235,85.39825898817406,92.3108950823272,85.0502781148219,92.32251798300568,84.894710967625,39.702826575725645,11.351069101278464,88.05935252819962,9.304666701501073,4.193326475601371,52.31822370001969,1,-0.374232,0.0897338,-0.922983,-0.313975,-0.267,0.911115,-0.417363,-0.281639,0.863995,-0.558943,-0.322963,0.763726,0.545728,-0.587561,-0.597455,y
0.0,0.302313,62.86297182347325,14.99850638566398,91.34540824722096,85.20604370234902,92.30902435219896,84.93055989056387,93.30122597766965,84.85324321901447,39.801461435115776,11.293739500985428,88.04541530302194,9.297932383599248,3.858490722819257,53.203791147855995,1,-0.370043,0.0787139,-0.925674,-0.316276,-0.257761,0.912978,-0.421854,-0.269446,0.865701,-0.546431,-0.295201,0.783754,0.549241,-0.599818,-0.581853,y
0.0,0.290985,62.508919379133054,15.11486930933792,91.20238772352823,85.14297592669071,92.19990149680314,84.83259880364326,92.37365926236409,84.61113141164093,39.50924497069279,10.841554122361568,86.92901799997485,9.259545360145069,4.182125373292382,52.619902614877134,1,-0.368639,0.0844767,-0.925726,-0.309209,-0.296861,0.903473,-0.419287,-0.309736,0.853383,-0.54349,-0.350711,0.762641,0.575327,-0.559053,-0.597041,y
0.0,0.304927,61.83718979602714,15.384133654416964,91.49967323146697,84.82366980070657,92.29184853576848,84.56197165184187,92.21688120554364,84.27736768322137,39.91343282253219,10.945309367127097,87.17797748269011,9.139220182605042,4.358928859248146,52.045265507483215,1,-0.37607,0.0922171,-0.921991,-0.306573,-0.299735,0.903422,-0.437695,-0.317588,0.841166,-0.551834,-0.361499,0.75153,0.567589,-0.564217,-0.599585,y
0.320195,1.0,70.10403111516118,11.182750017630793,81.32387731411652,52.585178060379974,83.08136388457821,52.52092844010144,82.32558652071204,51.619380936902644,81.1399288708284,51.21556627600642,54.20229829855211,5.169054842780824,3.57219627493553,6.021623162721624,1,-0.844965,-0.00301122,-0.534813,0.227304,-0.932808,0.279646,-0.0121614,-0.883771,0.467763,-0.175175,-0.859986,0.479309,-0.422267,-0.743231,0.518939,a
0.364776,1.0,69.65045250193208,10.133557900149208,74.03990323049383,66.07091113199805,73.92181070405039,65.51544572946129,73.90078360917471,65.17725879329262,73.6743636789485,64.81662665026141,48.29473322148145,2.6285547911663247,2.231059665212285,4.281286643377915,1,-0.710515,0.0463311,-0.702155,0.153817,-0.886698,0.436012,-0.161521,-0.819825,0.549362,-0.314325,-0.774466,0.549001,-0.538924,-0.639723,0.54801,a
0.468009,1.0,70.9379012221002,11.06614216189941,72.08785902657033,73.20806188726078,73.22217624713497,73.07389890655591,73.48933881042001,72.64129564598859,72.84885767491129,72.53897542554486,42.933641878139255,1.4068009196412583,1.9370799718814748,3.0312548657072544,1,-0.713633,-0.00831931,-0.700471,0.198654,-0.839873,0.505124,-0.109302,-0.750122,0.652204,-0.26652,-0.701023,0.661463,-0.525508,-0.535751,0.660918,a
0.419855,1.0,70.26617914274368,9.311609214360978,74.31044552094566,71.53623885497191,75.8644731148026,70.54077567630229,74.87706020498139,66.6707439631805,74.28320244742245,66.8751444903183,46.61113100552572,2.16634405724426,3.317382252082445,2.900224641150181,1,-0.714163,-0.0196768,-0.699703,0.236176,-0.825394,0.512783,-0.073945,-0.749373,0.658006,-0.263633,-0.749711,0.606985,-0.535759,-0.580911,0.612784,a
0.382034,1.0,70.05418117263959,8.990114755491637,76.88962669475421,63.83128566003008,77.11290383231038,62.37175116142079,75.6676485950562,57.75143479572756,74.66124389786802,57.876159760917766,49.95829630365674,3.3796338918512956,3.8321826200277402,4.972293840232176,1,-0.703398,-0.0147968,-0.710642,0.178074,-0.866838,0.465705,-0.136749,-0.807085,0.574381,-0.324259,-0.808054,0.491838,-0.544797,-0.683492,0.485834,a
0.376322,1.0,70.26766343588919,10.787346458993293,78.51894752436829,63.48025283504963,78.64214279179872,62.96424192200067,77.02134980780075,62.280045256978696,77.05033049740723,61.746347472536684,50.36310521960014,4.088521323722246,4.044471688000569,4.3681016138409285,1,-0.706087,-0.00718502,-0.708089,0.148302,-0.855793,0.495606,-0.154349,-0.779718,0.606808,-0.323187,-0.748835,0.578616,-0.563926,-0.594701,0.57299,a
0.439542,1.0,69.39801819843822,10.300356763177962,73.48837711908811,67.48880448022594,75.93627786241284,68.06179107483788,75.92268896693945,68.02589521838263,75.83322527543419,67.77885062052123,44.05917177173612,2.1300312689426923,2.334471856114241,4.098478375205838,1,-0.695263,-0.0127579,-0.718643,0.135835,-0.878669,0.4577,-0.152046,-0.774727,0.613743,-0.308789,-0.724132,0.616671,-0.551359,-0.566343,0.612584,a
0.39831,1.0,69.09658435574741,8.748248766144524,73.51187531272821,71.07016009567296,74.83153725688143,71.29324625766625,75.4950007249434,71.02440938645793,75.15673655031104,71.05512450595282,46.01689059591385,1.8525426267518181,1.6622918064212144,5.480467658113761,1,-0.68203,-0.0224373,-0.73098,0.193643,-0.83383,0.516943,-0.11656,-0.746751,0.654811,-0.270867,-0.697607,0.663307,-0.475405,-0.582433,0.659364,a
0.37843,1.0,69.20700500001428,9.482460261626887,73.68322628558924,76.27447946644611,75.43916203636205,76.36683964060197,75.15939721544206,76.23170026628694,74.45753744040066,76.09694742335112,46.010743009844695,1.9467340670887343,2.565931598506288,9.127650925526195,1,-0.681224,-0.0488639,-0.730443,0.249801,-0.761938,0.597536,-0.0651666,-0.672532,0.737193,-0.233796,-0.633951,0.737188,-0.335607,-0.618978,0.710095,a
0.338776,1.0,69.94346469805312,10.14865613377094,76.8564819519111,79.34853944937781,77.67179745983377,79.10098586331871,76.4704604560147,78.82298893216027,77.21559579067859,78.8350918791018,49.32752278955484,3.3708768078343545,3.5684484103952965,7.698655865848135,1,-0.693298,-0.0188102,-0.720406,0.284133,-0.700202,0.65497,-0.0273249,-0.621071,0.783278,-0.204625,-0.593514,0.778377,-0.322696,-0.533213,0.782018,a
0.323471,1.0,69.65969478817028,10.263625372386798,76.21882440138705,80.63626692746661,77.1751032525739,80.57116851606091,76.50823674521897,80.51695704407294,76.36628174403624,80.52160667092316,49.33886874812527,2.9993739499068495,3.0349924255468066,9.413698148196795,1,-0.686849,-0.0307104,-0.726151,0.301242,-0.678135,0.670363,-0.0179974,-0.600538,0.799394,-0.190405,-0.568804,0.80013,-0.263107,-0.567315,0.780338,a
0.286348,1.0,69.7216439436896,9.115351598064636,74.87812521706645,82.63950660142069,76.07046934180244,82.63691135832237,74.80772380596277,82.5570788379302,74.2480685594186,82.50331937565679,51.53111672430353,2.4681510889370313,3.5402534115840907,9.706081433445902,1,-0.674818,-0.000424871,-0.737984,0.32516,-0.65689,0.68027,0.00269179,-0.584956,0.811061,-0.175145,-0.566526,0.805216,-0.245678,-0.578798,0.777583,a
0.267752,1.0,69.09618327772475,8.751715287061753,75.94010264778194,83.28665365280567,77.0474617992349,83.30956097881146,76.84907074971503,83.26684945998925,76.26015744734623,83.23481851669528,52.553253158771916,2.890714458990682,2.580891809876256,9.148162302108222,1,-0.680627,-0.0220675,-0.732298,0.356244,-0.623862,0.695619,0.0344598,-0.561125,0.827013,-0.140754,-0.532812,0.834446,-0.224853,-0.535403,0.814116,a
0.305218,1.0,69.39883302592315,9.745820016869533,75.38953794820742,83.3752989882296,76.1293731424448,83.42590982908568,75.7612690698988,83.42302234866291,75.371459030555,83.44060096421777,49.96836399174495,2.6233612365174643,2.6857326987413455,9.197231746693056,1,-0.670853,-0.0283579,-0.741048,0.307863,-0.636268,0.707377,-0.0215657,-0.557727,0.829744,-0.190505,-0.523289,0.830588,-0.269086,-0.522026,0.809371,a
0.304512,1.0,69.63268141501912,10.151614493009134,74.91995545040199,83.1344578286875,75.26138109359967,83.14155635255067,75.02820436921562,83.15286620068363,74.56731058500351,83.16126905180639,50.04551480385741,2.6391904891900793,2.5026052017920937,8.92415428614502,1,-0.674312,-0.0253987,-0.73801,0.315288,-0.641587,0.699256,-0.0176586,-0.574649,0.81821,-0.188661,-0.53943,0.820623,-0.278162,-0.531783,0.799895,a
0.379774,1.0,69.29964121771441,8.899201461772739,70.94516901279485,83.0824465852918,72.5206233584613,83.37684903551404,72.57491781644079,83.30419474892791,72.22538536788929,83.28606538566378,44.94631822951334,0.8110479139172257,2.1165882114761203,9.105679861208646,1,-0.643219,-0.0376492,-0.764756,0.231641,-0.691046,0.684688,-0.0946015,-0.580892,0.808465,-0.260794,-0.531664,0.805804,-0.343901,-0.52331,0.779665,a
0.469335,1.0,70.51032451059184,12.308400890079946,68.60355608144533,82.7498817974737,71.42193022266784,83.97917369107577,71.45225800243198,83.87239852292127,70.9621369245455,83.80720696352311,37.54151738696028,0.8232671511425088,2.111174892008129,10.08007184537253,1,-0.645768,-0.0660565,-0.760671,0.137414,-0.72778,0.671903,-0.164433,-0.568499,0.806083,-0.324652,-0.50897,0.797214,-0.38795,-0.520384,0.76072,a
0.480616,1.0,70.75559608269037,11.982159016114108,68.54441400347582,83.61679456895796,71.23681289703038,84.86531950147744,71.36269565975148,84.75985941164551,71.11245934723863,84.74997473072976,37.317969293956565,0.7003269263774734,2.022784662971357,9.871881226920289,1,-0.645584,-0.0670558,-0.760739,0.145234,-0.721771,0.676722,-0.154612,-0.56223,0.812399,-0.314595,-0.500427,0.8066,-0.37665,-0.507228,0.775148,a
0.450316,1.0,70.62382678347495,13.095668908674353,69.40278584848332,84.08539666941363,72.27040401648348,85.3455939443376,71.95399266556383,85.41515013722498,71.53164041096882,85.38501947380914,38.106702208129306,1.0244414710778724,2.4766766067512327,9.951333991071426,1,-0.649405,-0.0722675,-0.757001,0.160931,-0.700755,0.695013,-0.14077,-0.54423,0.827041,-0.304602,-0.489475,0.817087,-0.365046,-0.502478,0.783746,a
0.420012,1.0,69.75353335411036,10.557897846557557,69.63101614745203,83.67445953331067,71.85939280648483,84.47872221538913,72.72199097222182,84.46384207381556,71.51371490614787,84.27890658441103,41.51090685653051,0.3484077881352743,1.2847384467838687,7.858966152956276,1,-0.656506,-0.0554669,-0.752279,0.229741,-0.707441,0.66839,-0.089468,-0.584774,0.806247,-0.246776,-0.52648,0.813585,-0.376812,-0.494041,0.783541,a
0.393333,1.0,69.45390254155775,8.95029944569425,70.52714237461764,83.91535634445779,72.25673687834862,84.40245380981797,73.07174371463952,84.36042745739769,72.23544907355578,84.37580444941483,44.342448976557435,0.6333614669712089,1.3512760232496643,8.862470949472328,1,-0.648595,-0.0551928,-0.75913,0.271671,-0.687083,0.673879,-0.0549939,-0.588824,0.806388,-0.21643,-0.537678,0.814899,-0.312544,-0.530312,0.78809,a
0.352583,1.0,68.74500687241495,10.043531325772625,72.22265529374339,82.79285204589537,73.98714210522544,83.4018867477298,73.82813464742063,83.50252175641015,73.09314445489215,83.55560652383075,45.62490923311696,1.3777037953266955,2.3762006929536352,9.46479961566171,1,-0.674676,-0.0310288,-0.737462,0.256611,-0.688957,0.677856,-0.0607051,-0.58096,0.811665,-0.227331,-0.536222,0.812888,-0.306138,-0.539242,0.784537,a
0.425319,1.0,69.98494302871028,10.43390807788992,69.87689264259248,82.36997660375815,72.0942338868216,82.97215993403955,72.50181162379987,82.91683995561576,71.54797903809302,82.95969152697016,42.19303693713797,0.4739621648984428,1.7408136515616746,9.364957417347643,1,-0.654425,-0.0605848,-0.753696,0.237182,-0.716822,0.655676,-0.0831467,-0.604501,0.792253,-0.245298,-0.555111,0.794783,-0.332965,-0.554743,0.762492,a
0.385574,1.0,69.48786706766329,9.776489304899636,71.2383061006137,83.00109775560358,72.9562004736369,83.32175066617847,73.67429797538985,83.3186460106633,72.28697462668057,83.33336201772151,44.36524421190229,0.9344991141335056,1.4719963782910996,8.121525853741625,1,-0.653347,-0.0563659,-0.754957,0.260555,-0.69159,0.673658,-0.0655439,-0.594092,0.801722,-0.225805,-0.543434,0.808512,-0.354123,-0.517407,0.77903,a
0.335005,1.0,69.23122559055307,10.497998041322221,72.91349402536687,82.7830756242952,74.6638527964476,83.20781943090135,75.03376084850329,83.18748277248164,73.58716048076813,83.20799629489173,46.9858600191176,1.6813469914282373,1.904461101768875,8.026726349899183,1,-0.660308,-0.00747962,-0.750958,0.24549,-0.687486,0.683446,-0.0739583,-0.58293,0.809149,-0.235977,-0.534064,0.811844,-0.369232,-0.500979,0.782744,a
0.0,0.0,78.6197602159876,37.14755497950548,28.626334183916185,2.2099412297915384,12.089667108110131,2.2237558297801283,6.49930714316103,2.1439100586552304,19.779053196227316,3.0309062389922428,24.13905435261411,2.7988265885224672,0.9383774472773199,4.258276539576607,1,0.260222,-0.55366,-0.79104,-0.0188875,-0.135303,-0.990624,-0.0732742,-0.143809,-0.986889,-0.0713452,-0.126004,-0.989461,-0.0369053,-0.0802682,-0.99609,b
0.0,0.0,78.30625249814243,37.241253028731535,28.324995378206015,2.3244816411260114,11.596939494784513,2.3261879713002216,7.437936772999502,2.423342744519276,20.511335863217884,3.223923486700211,23.630201121832325,2.704050192530703,0.1624243842346826,4.667658617771349,1,0.259706,-0.561488,-0.785674,-0.0208097,-0.159425,-0.986991,-0.0746514,-0.153483,-0.985327,-0.0794418,-0.156559,-0.984469,-0.0470354,-0.0990838,-0.993967,b
0.0,0.0,76.96391714278366,38.41505107734267,28.091828404088613,2.1513009801991645,10.711684278148509,1.9976037376145672,6.582460601290003,2.2488526133023923,20.31617337378013,3.130198564637789,26.174680340459336,3.029747007177112,0.8538508180149718,4.527529097962077,1,0.263784,-0.558352,-0.78655,-0.0167029,-0.121092,-0.992501,-0.0743425,-0.127816,-0.989008,-0.0730383,-0.145187,-0.986705,-0.038825,-0.0935066,-0.994861,b
